geography type,code,description,2013,2014,2015,2016,2017
Area_Unit_966,545811,Tangoio,9,3,15,6,9
Area_Unit_967,545812,Eskdale,6,9,6,9,3
Area_Unit_968,545821,Sherenden-Puketapu,27,27,12,24,24
Area_Unit_969,545822,Omahu,6,12,3,6,6
Area_Unit_970,545831,Waiohiki,3,3,3,3,6
Area_Unit_971,545832,Pakowhai,6,6,9,6,6
Area_Unit_972,545841,Maraekakaho,15,12,15,9,15
Area_Unit_973,545842,Bridge Pa,12,12,12,9,15
Area_Unit_974,545851,Poukawa,15,18,15,15,18
Area_Unit_975,545852,Pakipaki,9,12,9,6,6
Area_Unit_976,545860,Waimarama,9,9,9,12,15
Area_Unit_977,545911,Tutira,6,6,9,15,9
Area_Unit_978,545912,Puketitiri,0,6,12,9,6
Area_Unit_979,545913,Whanawhana,6,3,3,3,3
Area_Unit_980,546100,Westshore,6,6,9,6,12
Area_Unit_981,546200,Ahuriri,9,3,9,9,9
Area_Unit_982,546300,Onekawa Central,18,21,15,15,18
Area_Unit_983,546400,Onekawa West,3,3,0,0,3
Area_Unit_984,546500,Onekawa South,93,63,99,87,72
Area_Unit_985,546600,Marewa,87,72,84,75,84
Area_Unit_986,546700,Maraenui,60,69,63,63,78
Area_Unit_987,546801,Hospital Hill,30,30,27,33,21
Area_Unit_988,546802,Bluff Hill,24,24,27,24,21
Area_Unit_989,546901,Nelson Park,42,21,27,30,24
Area_Unit_990,546902,Mclean Park,42,36,36,33,30
Area_Unit_991,547001,Tamatea North,30,45,45,33,39
Area_Unit_992,547002,Tamatea South,33,39,27,45,33
Area_Unit_993,547100,Greenmeadows,66,57,60,51,54
Area_Unit_994,547200,Taradale North,54,48,54,57,51
Area_Unit_995,547300,Taradale South,54,39,60,42,54
Area_Unit_996,547400,Pirimai,63,66,66,63,48
Area_Unit_997,547600,Mahora,63,57,48,51,54
Area_Unit_998,547700,St Leonards,36,51,48,33,51
Area_Unit_999,547800,Frimley,30,33,36,36,24
Area_Unit_1000,547900,Raureka,75,63,63,66,75
Area_Unit_1001,548000,Mayfair,75,81,81,81,75
Area_Unit_1002,548100,Parkvale,39,33,45,36,63
Area_Unit_1003,548200,Hastings Central,45,42,45,30,45
Area_Unit_1004,548300,Akina,72,78,84,72,84
Area_Unit_1005,548400,Woolwich,0,0,0,0,0
Area_Unit_1006,548500,Camberley,36,42,39,39,39
Area_Unit_1007,548611,Kingsley-Chatham,69,84,78,78,81
Area_Unit_1008,548612,Lochain,75,60,69,63,81
Area_Unit_1009,548620,Flaxmere East,75,66,87,90,84
Area_Unit_1010,548810,Anderson Park,27,24,30,27,27
Area_Unit_1011,548820,Iona,0,0,0,0,0
Area_Unit_1012,548821,Iona,36,42,36,30,30
Area_Unit_1013,548822,Havelock Hills,6,9,3,0,3
Area_Unit_1014,548830,Te Mata,0,0,0,0,0
Area_Unit_1015,548831,Te Mata,27,30,27,21,24
Area_Unit_1016,548832,Havelock North Central,36,30,21,30,18
Area_Unit_1017,548833,Te Mata Hills,3,6,6,9,6
Area_Unit_1018,549000,Takapau,6,3,6,6,6
Area_Unit_1019,549100,Waipawa,36,27,24,18,27
Area_Unit_1020,549200,Tikokino,33,24,36,33,36
Area_Unit_1021,549400,Otane,6,12,9,9,9
Area_Unit_1022,549500,Waipukurau,60,51,60,45,51
Area_Unit_1023,549601,Porangahau,3,3,3,0,3
Area_Unit_1024,549602,Elsthorpe-Flemington,45,42,42,45,45
Area_Unit_1025,549800,Norsewood-Herbertville,48,39,45,60,45
Area_Unit_1026,549901,Owahanga,6,6,6,3,9
Area_Unit_1027,549902,Mara,0,0,0,0,0
Area_Unit_1028,550101,Dannevirke West,33,24,27,21,33
Area_Unit_1029,550102,Dannevirke East,42,42,42,54,45
Area_Unit_1030,550200,Papatawa,21,15,15,9,12
Area_Unit_1031,550500,Woodville,9,18,15,21,18
Area_Unit_1032,550600,Urenui,6,6,6,0,3
Area_Unit_1033,550700,Okoki-Okau,21,30,27,36,36
Area_Unit_1034,550800,Oakura,21,21,21,15,9
Area_Unit_1035,550901,Bell Block,90,90,99,69,75
Area_Unit_1036,550902,Paraite,6,0,9,3,6
Area_Unit_1037,551012,Glen Avon,12,12,18,9,12
Area_Unit_1038,551013,Bowden,6,9,9,15,12
Area_Unit_1039,551014,Mangaoraka,12,12,9,9,3
Area_Unit_1040,551021,Carrington,3,6,6,3,3
Area_Unit_1041,551022,Highlands Park,36,18,24,21,18
Area_Unit_1042,551023,Fernleigh,6,0,9,9,6
Area_Unit_1043,551024,Barrett,27,18,18,21,18
Area_Unit_1044,551030,Omata,3,9,6,9,9
Area_Unit_1045,551111,Lepperton,27,39,36,36,24
Area_Unit_1046,551112,Kaitake,45,33,54,36,36
Area_Unit_1047,551120,Okato,12,9,12,12,18
Area_Unit_1048,551301,Waitara West,60,39,57,66,48
Area_Unit_1049,551302,Waitara East,42,51,48,42,30
Area_Unit_1050,551400,Moturoa,42,45,45,54,42
Area_Unit_1051,551501,Lynmouth,24,36,30,27,30
Area_Unit_1052,551502,Spotswood,33,30,39,27,33
Area_Unit_1053,551503,Marfell,33,36,39,33,39
Area_Unit_1054,551600,Upper Westown,21,15,12,21,15
Area_Unit_1055,551700,Westown,51,60,42,48,48
Area_Unit_1056,551800,New Plymouth Central,9,6,9,9,3
Area_Unit_1057,551900,Kawaroa,36,24,18,27,21
Area_Unit_1058,552001,Mount Bryan,9,12,12,6,9
Area_Unit_1059,552002,Marsland Hill,12,15,21,9,15
Area_Unit_1060,552100,Fitzroy,39,39,39,36,39
Area_Unit_1061,552200,Welbourn,18,21,18,15,18
Area_Unit_1062,552300,Merrilands,39,36,39,27,36
Area_Unit_1063,552400,Frankleigh,63,72,63,51,57
Area_Unit_1064,552500,Struan Park,72,66,72,57,54
Area_Unit_1065,552701,Egmont Village,9,6,9,12,6
Area_Unit_1066,552702,Kaimata,30,36,36,33,36
Area_Unit_1067,552800,Inglewood,51,45,45,51,48
Area_Unit_1068,552900,Midhirst,0,6,3,3,3
Area_Unit_1069,553001,Whangamomona,3,0,0,0,3
Area_Unit_1070,553002,Douglas,9,9,15,9,15
Area_Unit_1071,553003,Toko,15,9,15,15,15
Area_Unit_1072,553004,Pembroke,12,15,21,18,15
Area_Unit_1073,553101,Stratford West,42,54,42,33,45
Area_Unit_1074,553102,Stratford East,30,39,39,36,21
Area_Unit_1075,553200,Opunake,12,12,12,18,9
Area_Unit_1076,553301,Rahotu,3,0,6,3,0
Area_Unit_1077,553302,Kahui,54,42,51,39,42
Area_Unit_1078,553400,Kaponga,3,6,6,6,6
Area_Unit_1079,553500,Mangatoki-Moeroa,33,24,39,33,24
Area_Unit_1080,553601,Eltham,21,27,30,24,30
Area_Unit_1081,553700,Kapuni,21,21,21,12,18
Area_Unit_1082,553800,Manaia,6,12,21,12,12
Area_Unit_1083,553900,Normanby,9,15,6,12,18
Area_Unit_1084,554010,Hawera North,51,63,66,63,51
Area_Unit_1085,554020,Hawera South,54,51,63,66,54
Area_Unit_1086,554111,Ohawe Beach,12,12,15,21,6
Area_Unit_1087,554113,Tawhiti,6,12,9,9,9
Area_Unit_1088,554114,Waingongoro,6,6,6,6,9
Area_Unit_1089,554115,Hawera West,9,9,6,12,9
Area_Unit_1090,554120,Ohangai,6,6,9,6,3
Area_Unit_1091,554130,Okaiawa,9,6,9,3,12
Area_Unit_1092,554300,Waitotara,0,0,0,0,0
Area_Unit_1093,554400,Whenuakura,15,24,12,12,15
Area_Unit_1094,554500,Makakaho,12,15,12,12,15
Area_Unit_1095,554700,Patea,12,9,12,9,15
Area_Unit_1096,554800,Waverley,9,9,12,18,6
Area_Unit_1097,554900,Tangiwai,30,24,21,15,15
Area_Unit_1098,555000,Ohakune,12,18,21,18,24
Area_Unit_1099,555100,Raetihi,24,21,21,27,15
Area_Unit_1100,555200,Otamatea,9,9,6,9,9
Area_Unit_1101,555300,Blueskin,18,12,9,15,9
Area_Unit_1102,555400,Maxwell,9,18,15,18,12
Area_Unit_1103,555700,Castlecliff North,36,39,39,42,36
Area_Unit_1104,555800,Castlecliff South,36,24,36,39,24
Area_Unit_1105,555900,Mosston,27,15,12,9,24
Area_Unit_1106,556000,Balgownie,6,6,3,3,3
Area_Unit_1107,556100,Tawhero,30,15,15,15,21
Area_Unit_1108,556200,Gonville South,42,42,57,45,57
Area_Unit_1109,556300,Gonville East,27,18,18,15,18
Area_Unit_1110,556400,Gonville West,27,21,27,15,33
Area_Unit_1111,556500,Springvale West,9,12,18,21,12
Area_Unit_1112,556600,Springvale East,15,9,12,12,15
Area_Unit_1113,556700,Wanganui Collegiate,9,18,15,18,12
Area_Unit_1114,556800,Laird Park,42,24,33,27,39
Area_Unit_1115,556900,Wanganui Central,15,6,18,9,15
Area_Unit_1116,557000,Spriggens Park,6,0,3,6,6
Area_Unit_1117,557100,Cooks Gardens,3,3,6,3,3
Area_Unit_1118,557200,St Johns Hill,12,18,21,9,18
Area_Unit_1119,557300,Lower Aramoho,27,30,33,39,27
Area_Unit_1120,557400,Upper Aramoho,21,36,21,30,27
Area_Unit_1121,557500,Williams Domain,33,30,27,27,27
Area_Unit_1122,557600,Wembley Park,24,27,27,21,30
Area_Unit_1123,557700,Kowhai Park,24,30,21,24,27
Area_Unit_1124,557800,Bastia Hill,12,3,6,3,6
Area_Unit_1125,557900,Durie Hill,18,12,24,24,21
Area_Unit_1126,558100,Putiki,3,3,3,3,6
Area_Unit_1127,558200,Marybank-Gordon Park,6,3,3,6,3
Area_Unit_1128,558300,Fordell-Kakatahi,24,21,33,15,24
Area_Unit_1129,558500,Waiouru,15,18,21,24,18
Area_Unit_1130,558600,Mangaweka,3,3,0,3,3
Area_Unit_1131,558700,Hunterville,3,3,6,0,3
Area_Unit_1132,558800,Ratana Community,6,6,3,3,6
Area_Unit_1133,558900,Bulls,33,42,33,36,33
Area_Unit_1134,559000,Ngamatea,0,0,0,0,0
Area_Unit_1135,559210,Moawhango,9,6,9,6,9
Area_Unit_1136,559220,Pohonui-Porewa,21,27,33,27,27
Area_Unit_1137,559230,Lake Alice,39,36,39,36,39
Area_Unit_1138,559240,Koitiata,3,0,0,0,0
Area_Unit_1139,559400,Taihape,30,27,30,30,21
Area_Unit_1140,559500,Marton,54,54,60,69,63
Area_Unit_1141,559700,Kiwitea,12,21,15,24,18
Area_Unit_1142,560000,Pohangina,12,6,15,12,6
Area_Unit_1143,560200,Ashhurst,36,39,42,42,42
Area_Unit_1144,560301,Stoney Creek,12,3,9,12,9
Area_Unit_1145,560302,Whakarongo,15,6,15,9,9
Area_Unit_1146,560411,Oroua Bridge,0,0,3,0,3
Area_Unit_1147,560412,Maewa,15,18,21,27,24
Area_Unit_1148,560421,Halcombe,6,3,6,6,9
Area_Unit_1149,560422,Tokorangi-Hiwinui,24,27,30,24,27
Area_Unit_1150,560710,Feilding North,69,66,69,54,66
Area_Unit_1151,560720,Feilding West,42,45,45,33,48
Area_Unit_1152,560730,Feilding Central,42,39,39,27,36
Area_Unit_1153,560740,Feilding East,27,39,39,33,33
Area_Unit_1154,560900,Sanson,6,3,9,3,6
Area_Unit_1155,561000,Rongotea,12,6,9,6,9
Area_Unit_1156,561100,Tangimoana,3,3,3,3,3
Area_Unit_1157,561200,Himatangi Beach,6,3,6,0,0
Area_Unit_1158,561300,Foxton Beach,21,9,12,6,15
Area_Unit_1159,561410,Rakiraki,3,6,3,3,9
Area_Unit_1160,561421,Ohakea,9,6,9,3,3
Area_Unit_1161,561422,Oroua Downs-Waitohi,45,36,51,45,54
Area_Unit_1162,561500,Moutoa,12,12,9,12,6
Area_Unit_1163,561700,Foxton,42,33,27,33,30
Area_Unit_1164,561811,Kairanga,6,6,6,9,12
Area_Unit_1165,561812,Longburn,9,6,9,6,6
Area_Unit_1166,561813,Massey University,0,3,0,0,3
Area_Unit_1167,561820,Linton Military Camp,36,27,51,42,48
Area_Unit_1168,561901,Kauwhata,12,30,15,24,21
Area_Unit_1169,561902,Turitea,15,21,18,21,30
Area_Unit_1170,562100,Milson,66,81,66,66,72
Area_Unit_1171,562200,Kelvin Grove,120,114,111,102,102
Area_Unit_1172,562310,Takaro,72,84,87,87,87
Area_Unit_1173,562320,Cloverlea,27,30,33,36,27
Area_Unit_1174,562401,Palmerston North Hospital,39,24,36,39,42
Area_Unit_1175,562402,Papaeoia,30,36,27,36,30
Area_Unit_1176,562500,Roslyn,102,93,96,105,99
Area_Unit_1177,562600,Terrace End,57,60,51,36,48
Area_Unit_1178,562710,Highbury,63,60,66,60,66
Area_Unit_1179,562720,Westbrook,66,63,63,57,48
Area_Unit_1180,562800,Palmerston North Central,27,18,27,36,33
Area_Unit_1181,562910,Awapuni North,51,57,63,39,63
Area_Unit_1182,562921,Awapuni West,18,15,18,9,24
Area_Unit_1183,562922,Awapuni South,45,51,48,30,36
Area_Unit_1184,563000,West End,54,63,63,66,75
Area_Unit_1185,563101,Hokowhitu West,36,30,27,45,33
Area_Unit_1186,563102,Hokowhitu Lagoon,6,9,15,12,9
Area_Unit_1187,563200,Hokowhitu East,69,51,78,57,63
Area_Unit_1188,563300,Aokautere,33,18,21,27,27
Area_Unit_1189,563500,Shannon,12,24,18,21,15
Area_Unit_1190,563600,Waitarere,3,6,3,3,6
Area_Unit_1191,563701,Waikanae Beach,27,30,36,24,27
Area_Unit_1192,563702,Waikanae Central,0,0,0,0,0
Area_Unit_1193,563703,Waikanae East,18,18,18,21,18
Area_Unit_1194,563704,Peka Peka,6,0,3,3,3
Area_Unit_1195,563705,Waikanae Park,18,6,12,12,12
Area_Unit_1196,563706,Waikanae West,24,21,27,30,30
Area_Unit_1197,563801,Tokomaru,15,6,9,9,12
Area_Unit_1198,563802,Opiki,6,9,12,12,6
Area_Unit_1199,563920,Kaitawa,3,0,9,3,6
Area_Unit_1200,564011,Lake Horowhenua,6,6,6,9,0
Area_Unit_1201,564012,Waiopehu,12,9,12,15,12
Area_Unit_1202,564013,Kohitere,9,0,9,9,3
Area_Unit_1203,564021,Mangaore-Manakau,21,33,27,27,30
Area_Unit_1204,564022,Otaki Forks,6,9,3,6,15
Area_Unit_1205,564023,Te Horo,9,0,3,3,12
Area_Unit_1206,564210,Levin North,24,42,39,45,39
Area_Unit_1207,564220,Levin West,42,33,45,39,27
Area_Unit_1208,564231,Playford Park,48,45,33,42,33
Area_Unit_1209,564232,Levin South,18,39,24,33,27
Area_Unit_1210,564240,Levin East,54,36,45,57,54
Area_Unit_1211,564400,Otaki,66,69,66,66,75
Area_Unit_1212,564510,Heretaunga,12,15,9,18,3
Area_Unit_1213,564520,Trentham South,6,3,6,6,3
Area_Unit_1214,564530,Pinehaven,33,36,36,39,33
Area_Unit_1215,564600,Nabhra,0,0,0,0,0
Area_Unit_1216,564601,Moonshine Valley,0,3,3,0,0
Area_Unit_1217,564602,Riverstone Terraces,21,24,24,21,24
Area_Unit_1218,564800,Glendale,69,72,69,66,63
Area_Unit_1219,564900,Parkway,36,39,51,45,42
Area_Unit_1220,565000,Fernlea,27,33,30,30,27
Area_Unit_1221,565100,Arakura,39,54,57,54,48
Area_Unit_1222,565200,Homedale West,36,42,42,39,48
Area_Unit_1223,565300,Homedale East,54,42,45,54,45
Area_Unit_1224,565400,Pencarrow,3,6,6,9,6
Area_Unit_1225,565601,Pauatahanui,3,6,12,6,6
Area_Unit_1226,565602,Endeavour,33,48,45,48,51
Area_Unit_1227,565603,Resolution,0,6,3,6,12
Area_Unit_1228,565604,Adventure,18,18,21,24,12
Area_Unit_1229,565700,Paekakariki Hill,0,0,3,3,0
Area_Unit_1230,565901,Paraparaumu Beach North,39,39,45,30,39
Area_Unit_1231,565902,Otaihanga,15,9,9,9,15
Area_Unit_1232,565903,Paraparaumu Beach South,42,42,33,60,39
Area_Unit_1233,566000,Paraparaumu Central,99,99,84,96,105
Area_Unit_1234,566101,Raumati Beach,63,57,51,48,57
Area_Unit_1235,566102,Raumati South,36,33,30,42,30
Area_Unit_1236,566200,Paekakariki,18,18,12,15,12
Area_Unit_1237,566301,Kapiti Island,0,0,0,0,0
Area_Unit_1238,566302,Maungakotukutuku,6,15,9,12,9
Area_Unit_1239,566500,Te Marua,15,18,9,9,12
Area_Unit_1240,566610,Akatarawa,6,9,3,12,15
Area_Unit_1241,566620,Emerald Hill,42,33,33,30,30
Area_Unit_1242,566700,Maoribank,54,45,57,48,60
Area_Unit_1243,566800,Clouston Park,36,33,33,30,42
Area_Unit_1244,566900,Totara Park,45,39,33,33,45
Area_Unit_1245,567000,Ebdentown,30,21,27,30,27
Area_Unit_1246,567100,Upper Hutt Central,6,6,6,0,3
Area_Unit_1247,567200,Maidstone,3,3,0,3,3
Area_Unit_1248,567300,Wallaceville,30,27,27,27,24
Area_Unit_1249,567400,Elderslea,30,33,30,48,42
Area_Unit_1250,567500,Poets Block,33,27,39,39,39
Area_Unit_1251,567600,Brentwood,27,24,39,30,24
Area_Unit_1252,567700,Trentham North,36,39,51,51,36
Area_Unit_1253,567800,Heretaunga-Silverstream,48,39,51,54,45
Area_Unit_1254,567901,Cloustonville,3,0,3,3,9
Area_Unit_1255,567902,Mangaroa,15,15,15,12,18
Area_Unit_1256,568101,Tawhai,54,54,63,48,60
Area_Unit_1257,568102,Holborn,39,30,39,39,30
Area_Unit_1258,568103,Delaney,45,48,45,54,36
Area_Unit_1259,568104,Manuka,21,24,27,9,18
Area_Unit_1260,568201,Taita North,27,42,57,45,51
Area_Unit_1261,568202,Taita South,48,48,60,45,51
Area_Unit_1262,568301,Avalon East,42,39,51,51,33
Area_Unit_1263,568302,Naenae North,75,54,90,84,90
Area_Unit_1264,568303,Naenae South,60,36,66,63,72
Area_Unit_1265,568400,Boulcott-Avalon,0,0,0,0,0
Area_Unit_1266,568401,Avalon West,27,18,30,27,30
Area_Unit_1267,568402,Boulcott,30,33,24,27,36
Area_Unit_1268,568501,Epuni West,36,30,45,39,39
Area_Unit_1269,568502,Epuni East,48,33,48,33,39
Area_Unit_1270,568600,Waterloo,0,0,0,0,0
Area_Unit_1271,568601,Waterloo West,3,9,6,9,9
Area_Unit_1272,568602,Waterloo East,51,39,33,39,42
Area_Unit_1273,568701,Waiwhetu North,18,15,21,21,18
Area_Unit_1274,568702,Waiwhetu South,30,39,39,39,42
Area_Unit_1275,568800,Gracefield,3,0,0,0,3
Area_Unit_1276,568900,Moera,27,21,27,30,27
Area_Unit_1277,569001,Woburn North,9,9,12,6,9
Area_Unit_1278,569002,Woburn South,6,6,6,3,6
Area_Unit_1279,569100,Hutt Central,36,21,21,30,36
Area_Unit_1280,569201,Melling,12,9,12,9,9
Area_Unit_1281,569202,Alicetown,24,33,39,30,27
Area_Unit_1282,569301,Normandale,21,27,24,33,27
Area_Unit_1283,569302,Maungaraki,66,51,63,63,48
Area_Unit_1284,569400,Belmont,0,0,0,0,0
Area_Unit_1285,569401,Tirohanga,12,12,6,15,15
Area_Unit_1286,569402,Belmont,21,36,36,36,36
Area_Unit_1287,569500,Kelson,36,57,51,54,48
Area_Unit_1288,569600,Haywards-Manor Park,6,3,3,3,3
Area_Unit_1289,569800,Korokoro,18,24,21,21,21
Area_Unit_1290,569900,Petone Central,9,15,21,24,12
Area_Unit_1291,570000,Esplanade,39,36,39,33,36
Area_Unit_1292,570100,Wilford,51,33,51,48,45
Area_Unit_1293,570300,Eastbourne,39,36,39,30,48
Area_Unit_1294,570400,Titahi Bay North,63,39,45,36,36
Area_Unit_1295,570500,Onepoto,27,30,33,30,30
Area_Unit_1296,570600,Titahi Bay South,93,63,66,66,63
Area_Unit_1297,570700,Elsdon-Takapuwahia,42,36,39,42,42
Area_Unit_1298,570800,Porirua Central,6,6,6,3,0
Area_Unit_1299,570900,Porirua East,36,42,39,39,30
Area_Unit_1300,571000,Ranui Heights,21,21,18,21,27
Area_Unit_1301,571100,Cannons Creek North,54,69,87,69,90
Area_Unit_1302,571200,Cannons Creek South,36,18,27,36,45
Area_Unit_1303,571300,Cannons Creek East,69,75,81,84,63
Area_Unit_1304,571400,Waitangirua,93,75,84,69,66
Area_Unit_1305,571500,Papakowhai,0,0,0,0,0
Area_Unit_1306,571501,Papakowhai North,27,24,30,18,27
Area_Unit_1307,571502,Papakowhai South,48,51,57,33,54
Area_Unit_1308,571600,Ascot Park,48,54,60,45,63
Area_Unit_1309,571800,Pukerua Bay,33,15,27,12,21
Area_Unit_1310,571900,Plimmerton,24,27,24,18,27
Area_Unit_1311,572000,Mana-Camborne,24,33,30,24,39
Area_Unit_1312,572100,Paremata-Postgate,30,36,48,30,33
Area_Unit_1313,572200,Discovery,33,39,33,30,36
Area_Unit_1314,572300,Mana Island,0,0,0,0,0
Area_Unit_1315,572500,Tawa South,33,30,36,36,36
Area_Unit_1316,572600,Tawa Central,60,51,66,69,54
Area_Unit_1317,572701,Linden,54,66,60,57,66
Area_Unit_1318,572702,Greenacres,12,9,21,18,18
Area_Unit_1319,572900,Thorndon-Tinakori Road,24,24,36,27,27
Area_Unit_1320,573000,Lambton,24,30,21,30,27
Area_Unit_1321,573100,Willis Street-Cambridge Terrace,0,0,0,0,0
Area_Unit_1322,573101,Willis Street-Cambridge Terrace,42,36,51,57,33
Area_Unit_1323,573102,Wellington City-Marinas,0,0,0,0,0
Area_Unit_1324,573200,Aro Street-Nairn Street,33,27,27,21,21
Area_Unit_1325,573300,Mt Cook-Wallace Street,33,36,36,36,33
Area_Unit_1326,573400,Mt Victoria West,27,33,42,27,33
Area_Unit_1327,573511,Glenside North,6,12,6,0,9
Area_Unit_1328,573512,Churton,0,0,0,0,0
Area_Unit_1329,573513,Churton Park North,30,30,27,33,36
Area_Unit_1330,573514,Churton Park South,39,54,42,54,33
Area_Unit_1331,573521,Grenada,0,0,0,0,0
Area_Unit_1332,573522,Grenada North,9,9,9,3,9
Area_Unit_1333,573523,Grenada Village,39,33,33,30,30
Area_Unit_1334,573524,Newlands East,15,18,12,15,9
Area_Unit_1335,573525,Takapu,3,6,0,3,0
Area_Unit_1336,573526,Horokiwi,3,3,3,0,6
Area_Unit_1337,573600,Johnsonville North,24,33,42,30,36
Area_Unit_1338,573700,Johnsonville Central,60,57,57,57,54
Area_Unit_1339,573800,Johnsonville East,0,0,0,0,0
Area_Unit_1340,573801,Paparangi West,21,18,15,18,21
Area_Unit_1341,573802,Johnsonville East,9,21,27,21,12
Area_Unit_1342,573900,Newlands North,0,0,0,0,0
Area_Unit_1343,573901,Paparangi,24,33,30,15,36
Area_Unit_1344,573902,Woodridge,24,30,30,27,21
Area_Unit_1345,573903,Newlands North,51,45,48,39,45
Area_Unit_1346,574001,Newlands South,72,51,69,60,69
Area_Unit_1347,574002,Ngauranga East,0,0,0,0,0
Area_Unit_1348,574100,Raroa,48,57,48,66,48
Area_Unit_1349,574200,Khandallah Park-Broadmeadows,27,30,33,36,33
Area_Unit_1350,574302,Te Kainga,48,36,36,33,33
Area_Unit_1351,574303,Ngauranga West,0,0,0,0,0
Area_Unit_1352,574304,Rangoon Heights,45,36,33,42,33
Area_Unit_1353,574401,Awarua,45,42,39,45,42
Area_Unit_1354,574402,Ngaio South,48,51,42,33,30
Area_Unit_1355,574500,Kaiwharawhara,3,0,0,3,3
Area_Unit_1356,574600,Wadestown,39,36,30,33,42
Area_Unit_1357,574700,Wilton-Otari,0,0,0,0,0
Area_Unit_1358,574701,Crofton Downs,21,21,18,24,12
Area_Unit_1359,574702,Wilton,30,21,21,24,21
Area_Unit_1360,574703,Northland North,12,12,9,18,15
Area_Unit_1361,574800,Karori North,30,27,15,18,18
Area_Unit_1362,574900,Karori Park,75,78,78,72,63
Area_Unit_1363,575000,Karori East,42,30,33,42,21
Area_Unit_1364,575100,Karori South,54,48,48,48,42
Area_Unit_1365,575200,Northland,39,24,27,30,27
Area_Unit_1366,575300,Kelburn,18,18,21,12,18
Area_Unit_1367,575400,Taitville,0,3,6,3,6
Area_Unit_1368,575500,Mitchelltown,6,0,6,6,6
Area_Unit_1369,575600,Brooklyn,48,51,42,45,48
Area_Unit_1370,575700,Vogeltown,0,0,0,0,0
Area_Unit_1371,575701,Vogeltown West,12,21,18,21,15
Area_Unit_1372,575702,Vogeltown,18,6,21,6,15
Area_Unit_1373,575800,Kingston-Mornington,45,30,57,33,45
Area_Unit_1374,575901,Brooklyn South,12,12,12,9,15
Area_Unit_1375,575902,Happy Valley-Owhiro Bay,27,21,30,24,24
Area_Unit_1376,576001,Island Bay West,63,48,36,51,45
Area_Unit_1377,576002,Island Bay East,42,45,48,42,45
Area_Unit_1378,576100,Melrose-Houghton Bay-Southgate,42,51,42,42,36
Area_Unit_1379,576200,Berhampore West,48,48,33,51,39
Area_Unit_1380,576300,Newtown West,0,0,0,0,0
Area_Unit_1381,576301,Newtown West,39,48,33,39,33
Area_Unit_1382,576302,Berhampore East,18,24,27,15,21
Area_Unit_1383,576400,Newtown East,93,72,78,87,75
Area_Unit_1384,576500,Adelaide,3,6,9,6,6
Area_Unit_1385,576600,Oriental Bay,9,3,3,3,3
Area_Unit_1386,576700,Roseneath,12,21,6,15,9
Area_Unit_1387,576800,Hataitai North,60,60,57,57,48
Area_Unit_1388,576901,Kilbirnie East,36,51,42,54,57
Area_Unit_1389,576902,Kilbirnie West,0,0,0,0,0
Area_Unit_1390,576903,Kilbirnie West-Hataitai South,27,36,36,33,30
Area_Unit_1391,576904,Evans Bay Marina,0,0,0,0,0
Area_Unit_1392,577000,Lyall Bay-Airport-Moa Point,36,45,48,54,36
Area_Unit_1393,577100,Strathmore Park,0,0,0,0,0
Area_Unit_1394,577101,Seatoun Tunnel West,6,6,3,6,6
Area_Unit_1395,577102,Strathmore Park,54,48,48,60,60
Area_Unit_1396,577200,Miramar South,42,51,39,39,45
Area_Unit_1397,577300,Miramar North,0,0,0,0,0
Area_Unit_1398,577301,Miramar North,33,33,33,39,42
Area_Unit_1399,577302,Miramar,36,39,27,39,27
Area_Unit_1400,577400,Karaka Bay-Worser Bay,15,12,21,12,18
Area_Unit_1401,577500,Seatoun,24,18,18,18,18
Area_Unit_1402,577600,Maupuia,0,0,0,0,0
Area_Unit_1403,577601,Maupuia,27,24,18,24,21
Area_Unit_1404,577602,Miramar West,6,3,12,3,9
Area_Unit_1405,577700,Makara-Ohariu,6,6,6,9,12
Area_Unit_1406,577900,Mangatainoka,24,18,30,15,18
Area_Unit_1407,578000,Pahiatua,36,30,24,27,39
Area_Unit_1408,578100,Eketahuna,6,3,3,6,6
Area_Unit_1409,578200,Nireaha-Tiraumea,18,9,12,12,12
Area_Unit_1410,578301,Homebush-Te Ore Ore,3,9,3,6,6
Area_Unit_1411,578302,Opaki-Fernridge,6,9,9,9,15
Area_Unit_1412,578401,Kopuaranga,3,12,18,15,12
Area_Unit_1413,578402,Whareama,27,27,15,18,24
Area_Unit_1414,578600,Masterton Central,6,6,6,6,6
Area_Unit_1415,578700,Masterton West,30,30,36,30,36
Area_Unit_1416,578800,Masterton East,60,42,54,57,57
Area_Unit_1417,578901,Solway North,36,36,21,27,30
Area_Unit_1418,578902,Solway South,36,42,45,45,54
Area_Unit_1419,579000,Ngaumutawa,12,12,18,15,12
Area_Unit_1420,579100,Masterton Railway,6,6,6,6,3
Area_Unit_1421,579200,Lansdowne,48,60,54,48,60
Area_Unit_1422,579400,Waingawa,6,3,3,6,9
Area_Unit_1423,579501,Mt Holdsworth,21,9,12,15,12
Area_Unit_1424,579502,Te Wharau,24,27,18,24,24
Area_Unit_1425,579700,Carterton,54,51,45,60,51
Area_Unit_1426,579801,Kahutara,0,0,0,0,0
Area_Unit_1427,579802,Tuturumuri,3,6,6,3,6
Area_Unit_1428,579803,Kahutara,27,42,42,30,33
Area_Unit_1429,579804,Inland Water-Lake Wairarapa,0,0,0,0,0
Area_Unit_1430,579900,Greytown,24,18,18,18,21
Area_Unit_1431,580000,Featherston,33,27,36,27,27
