geography type,code,description,2013,2014,2015,2016,2017
Area_Unit_1902,603100,Stuart St-Frederick St,9,6,12,15,18
Area_Unit_1903,603210,Opoho,12,12,18,15,15
Area_Unit_1904,603220,Forrester Park,9,6,12,6,9
Area_Unit_1905,603300,North East Valley,24,39,36,27,24
Area_Unit_1906,603400,Pine Hill,39,33,42,24,33
Area_Unit_1907,603500,Woodhaugh,3,9,12,6,3
Area_Unit_1908,603601,North Dunedin,3,0,3,0,6
Area_Unit_1909,603602,Otago University,3,3,3,0,6
Area_Unit_1910,603710,Maori Hill,12,12,15,12,12
Area_Unit_1911,603720,Balmacewen,18,6,9,3,6
Area_Unit_1912,603810,Glenleith,6,9,12,6,6
Area_Unit_1913,603820,Helensburgh,9,9,12,9,15
Area_Unit_1914,603910,Wakari,45,54,42,45,45
Area_Unit_1915,603920,Halfway Bush,24,27,24,27,21
Area_Unit_1916,603930,Brockville,48,51,39,45,45
Area_Unit_1917,604010,Roslyn North,18,24,15,18,15
Area_Unit_1918,604020,Roslyn South,18,15,24,12,18
Area_Unit_1919,604110,Mornington,39,51,45,42,45
Area_Unit_1920,604120,Belleknowes,18,27,18,15,21
Area_Unit_1921,604130,Kenmure,21,18,30,30,30
Area_Unit_1922,604210,Caversham,87,72,78,60,63
Area_Unit_1923,604221,Corstorphine West,6,9,9,12,9
Area_Unit_1924,604222,Corstorphine East,21,9,15,15,9
Area_Unit_1925,604300,Caledonian,0,0,0,0,0
Area_Unit_1926,604410,South Dunedin,27,27,27,24,33
Area_Unit_1927,604420,Forbury,15,12,15,15,12
Area_Unit_1928,604500,St Clair,54,51,51,48,54
Area_Unit_1929,604611,Musselburgh,33,24,30,33,24
Area_Unit_1930,604612,Andersons Bay,33,27,30,36,42
Area_Unit_1931,604620,Vauxhall,42,39,39,42,39
Area_Unit_1932,604710,St Leonards-Blanket Bay,3,9,0,3,3
Area_Unit_1933,604720,Ravensbourne,18,9,18,12,12
Area_Unit_1934,604810,Inner Peninsula,12,12,9,6,6
Area_Unit_1935,604821,Company Bay,0,6,9,3,3
Area_Unit_1936,604822,Macandrew Bay,12,6,12,18,6
Area_Unit_1937,604830,Broad Bay-Portobello,6,15,15,12,12
Area_Unit_1938,604901,Taiaroa-Cape Saunders,3,3,3,0,6
Area_Unit_1939,604902,Sandymount,0,0,0,0,3
Area_Unit_1940,605100,Sawyers Bay,12,15,12,15,15
Area_Unit_1941,605200,Port Chalmers,15,15,18,12,12
Area_Unit_1942,605400,St Kilda West,24,24,18,15,18
Area_Unit_1943,605500,St Kilda Central,24,18,21,27,24
Area_Unit_1944,605600,St Kilda East,27,30,27,21,27
Area_Unit_1945,605800,Green Island,39,45,45,36,39
Area_Unit_1946,605910,Abbotsford,21,18,24,21,27
Area_Unit_1947,605920,Concord,36,27,33,24,24
Area_Unit_1948,606100,Mosgiel East,33,27,39,27,30
Area_Unit_1949,606210,Mosgiel South,18,21,18,18,21
Area_Unit_1950,606220,East Taieri,12,9,18,9,15
Area_Unit_1951,606300,Bush Road,21,36,15,24,30
Area_Unit_1952,606500,Benhar,0,0,0,3,0
Area_Unit_1953,606600,Stirling,6,3,6,6,6
Area_Unit_1954,606700,Bruce,30,36,36,33,30
Area_Unit_1955,606800,Milton,15,15,21,21,21
Area_Unit_1956,606900,Kaitangata,12,9,6,9,9
Area_Unit_1957,607000,Clinton,3,3,3,3,3
Area_Unit_1958,607100,Kaka Point,6,3,3,6,3
Area_Unit_1959,607200,Owaka,0,6,0,3,3
Area_Unit_1960,607300,Clutha,54,42,51,42,57
Area_Unit_1961,607400,Balclutha,33,42,33,42,42
Area_Unit_1962,607501,Teviot,3,3,12,9,9
Area_Unit_1963,607502,Tuapeka,24,21,33,24,30
Area_Unit_1964,607600,Tapanui,6,9,6,6,3
Area_Unit_1965,607700,Lawrence,9,3,3,3,6
Area_Unit_1966,607800,Roxburgh,6,9,3,3,3
Area_Unit_1967,607900,Ranfurly,6,0,6,9,6
Area_Unit_1968,608000,Maniototo,21,12,18,12,15
Area_Unit_1969,608100,Naseby,0,0,0,0,0
Area_Unit_1970,608301,Hawea,0,0,0,0,0
Area_Unit_1971,608302,Dunstan,51,36,57,51,51
Area_Unit_1972,608303,Clyde,9,6,3,15,6
Area_Unit_1973,608304,Hawea,33,33,30,39,33
Area_Unit_1974,608305,Inland Water-Lake Hawea,0,0,0,0,0
Area_Unit_1975,608500,Alexandra,45,39,39,54,42
Area_Unit_1976,608600,Cromwell,54,51,48,60,66
Area_Unit_1977,608700,Frankton,30,27,27,18,27
Area_Unit_1978,608800,Wanaka,78,72,108,90,102
Area_Unit_1979,609011,Milford,0,0,0,0,0
Area_Unit_1980,609012,Glenorchy,0,0,0,0,0
Area_Unit_1981,609013,Glenorchy,3,6,3,0,6
Area_Unit_1982,609014,Kingston South,3,3,6,0,6
Area_Unit_1983,609022,Kelvin Heights,12,12,15,15,12
Area_Unit_1984,609023,Sunshine Bay,45,48,42,42,33
Area_Unit_1985,609024,Matukituki,0,0,0,0,0
Area_Unit_1986,609025,Skippers,0,0,0,0,0
Area_Unit_1987,609026,Wakatipu,0,0,0,0,0
Area_Unit_1988,609027,Inland Water-Lake Wakatipu,0,0,0,0,0
Area_Unit_1989,609028,Lake Hayes,6,0,3,3,3
Area_Unit_1990,609029,Matukituki,3,6,3,6,3
Area_Unit_1991,609030,Inland Water-Lake Wanaka,0,0,0,0,0
Area_Unit_1992,609031,Outer Wakatipu,3,0,9,6,9
Area_Unit_1993,609032,Wakatipu Basin,9,3,9,9,6
Area_Unit_1994,609033,Frankton East,12,6,12,9,9
Area_Unit_1995,609034,Lake Hayes South,33,36,45,60,66
Area_Unit_1996,609035,Jacks Point,3,6,3,12,18
Area_Unit_1997,609200,Arrowtown,30,27,36,42,24
Area_Unit_1998,609301,Queenstown Bay,0,0,0,0,0
Area_Unit_1999,609302,Queenstown Hill,42,39,48,24,42
Area_Unit_2000,609303,Arthurs Point,15,15,27,21,18
Area_Unit_2001,609304,Queenstown Bay,15,18,24,18,15
Area_Unit_2002,609400,Balfour Community,0,0,3,0,0
Area_Unit_2003,609500,Riversdale Community,0,6,6,3,6
Area_Unit_2004,609600,Lumsden Community,3,6,9,3,6
Area_Unit_2005,609700,Edendale Community,3,9,6,6,6
Area_Unit_2006,609800,Wyndham,12,3,3,6,3
Area_Unit_2007,609911,Makarewa North,6,3,6,12,0
Area_Unit_2008,609912,Makarewa,18,9,15,15,18
Area_Unit_2009,609913,Bay Road West,0,0,3,0,3
Area_Unit_2010,609914,Mill Road-Woodend,9,6,6,6,9
Area_Unit_2011,609921,Bushy Point,3,0,0,0,3
Area_Unit_2012,609922,Otatara,24,21,21,21,18
Area_Unit_2013,610010,Charlton,9,6,3,3,9
Area_Unit_2014,610020,Waikaia,30,24,30,24,36
Area_Unit_2015,610031,Kaweku,15,9,12,3,9
Area_Unit_2016,610032,Chatton,24,21,30,24,15
Area_Unit_2017,610033,Kaiwera,12,12,15,9,12
Area_Unit_2018,610040,Hokonui,51,39,48,42,39
Area_Unit_2019,610051,Waianiwa,27,24,15,21,27
Area_Unit_2020,610052,Oreti Beach,6,9,3,9,12
Area_Unit_2021,610061,Dacre,18,24,18,12,24
Area_Unit_2022,610062,Myross Bush,6,6,0,9,3
Area_Unit_2023,610072,Waituna,36,33,33,27,24
Area_Unit_2024,610073,Woodlands,6,3,3,3,6
Area_Unit_2025,610074,Greenhills,9,6,12,9,12
Area_Unit_2026,610075,Tiwai Point,0,0,0,0,0
Area_Unit_2027,610080,Toetoes,24,18,18,21,15
Area_Unit_2028,610090,Wallacetown,3,9,6,6,12
Area_Unit_2029,610210,North Gore,9,18,18,12,21
Area_Unit_2030,610220,East Gore,15,15,24,21,18
Area_Unit_2031,610230,Central Gore,3,6,3,6,6
Area_Unit_2032,610240,West Gore,36,33,36,36,24
Area_Unit_2033,610250,South Gore,6,6,6,9,3
Area_Unit_2034,610400,Mataura,21,21,24,24,24
Area_Unit_2035,610500,Winton,36,21,24,21,33
Area_Unit_2036,610601,Grasmere,45,51,63,48,42
Area_Unit_2037,610602,Waikiwi,21,21,24,21,18
Area_Unit_2038,610700,Rosedale,54,36,45,45,57
Area_Unit_2039,610800,Gladstone-Avenal,30,30,36,30,33
Area_Unit_2040,610900,Windsor,21,33,36,27,33
Area_Unit_2041,611001,Waverley-Glengarry,30,30,42,39,51
Area_Unit_2042,611002,Hawthorndale,27,30,21,27,39
Area_Unit_2043,611100,Richmond,45,30,36,39,33
Area_Unit_2044,611210,Otakaro Park,3,6,3,3,6
Area_Unit_2045,611220,Crinan,24,21,24,27,21
Area_Unit_2046,611300,West Invercargill,3,0,0,3,0
Area_Unit_2047,611400,Georgetown,30,30,36,36,24
Area_Unit_2048,611500,Newfield-Rockdale,39,48,27,39,45
Area_Unit_2049,611601,Heidelberg,51,51,45,39,51
Area_Unit_2050,611602,Strathern,33,30,36,33,36
Area_Unit_2051,611700,Appleby-Kew,27,27,24,36,24
Area_Unit_2052,611800,Kingswell-Clifton,54,51,69,51,48
Area_Unit_2053,611900,Tisbury,0,3,3,0,3
Area_Unit_2054,612100,Bluff,30,18,18,15,18
Area_Unit_2055,612200,Nightcaps,6,3,6,0,3
Area_Unit_2056,612300,Ohai,6,3,6,3,6
Area_Unit_2057,612400,Te Anau,24,27,27,27,21
Area_Unit_2058,612500,Tuatapere,6,9,6,6,9
Area_Unit_2059,612600,Otautau,9,3,9,9,9
Area_Unit_2060,612711,Mararoa River,0,0,0,0,0
Area_Unit_2061,612712,Manapouri,0,3,0,3,0
Area_Unit_2062,612713,Mossburn,0,6,0,3,3
Area_Unit_2063,612714,Mararoa River,24,18,30,27,33
Area_Unit_2064,612715,Inland Water-Lake Te Anau,0,0,0,0,0
Area_Unit_2065,612720,Wairio,9,24,15,24,12
Area_Unit_2066,612730,Te Waewae,21,15,24,15,24
Area_Unit_2067,612740,Fairfax,39,30,27,30,39
Area_Unit_2068,612801,Riverton East,6,6,3,6,6
Area_Unit_2069,612802,Riverton West,6,9,12,15,12
Area_Unit_2070,612900,Fiordland,0,0,0,0,0
Area_Unit_2071,612901,Fiordland,0,0,0,0,0
Area_Unit_2072,612902,Inland Water-Lake Manapouri,0,0,0,0,0
Area_Unit_2073,612903,Inland Water-Lake Hauroko,0,0,0,0,0
Area_Unit_2074,613000,Stewart Island,9,0,6,3,6
Area_Unit_2075,614000,Kermadec Islands,0,0,0,0,0
Area_Unit_2076,614001,Oceanic-Kermadec Islands,0,0,0,0,0
Area_Unit_2077,614002,Kermadec Islands,0,0,0,0,0
Area_Unit_2078,614502,Inlet-Hokianga Harbour,0,0,0,0,0
Area_Unit_2079,614503,Three Kings Islands,0,0,0,0,0
Area_Unit_2080,614504,Oceanic-Northland Region,0,0,0,0,0
Area_Unit_2081,614601,Inlet-Rangaunu Harbour,0,0,0,0,0
Area_Unit_2082,614602,Inlet-Doubtless Bay,0,0,0,0,0
Area_Unit_2083,614700,Inlet-Whangaroa Harbour,0,0,0,0,0
Area_Unit_2084,614800,Inlet-Bay of Islands,0,0,0,0,0
Area_Unit_2085,615100,Inlet-Whangarei District,0,0,0,0,0
Area_Unit_2086,615101,Inlet-Tutukaka Harbour,0,0,0,0,0
Area_Unit_2087,615102,Inlet-Whangarei Harbour,0,0,0,0,0
Area_Unit_2088,615301,Inlet-Port Whangarei,0,0,0,0,0
Area_Unit_2089,615302,Inlet-Mangawhai Harbour,0,0,0,0,0
Area_Unit_2090,615800,Mokohinau Island,0,0,0,0,0
Area_Unit_2091,615900,Little Barrier Island,0,0,0,0,0
Area_Unit_2092,616001,Kaikoura and Rangiahua Islands,0,0,3,3,0
Area_Unit_2093,616002,Inlet-Port Fitzroy,0,0,0,0,0
Area_Unit_2094,616100,Cape Barrier,0,0,0,0,0
Area_Unit_2095,616200,Rakitu Island,0,0,0,0,0
Area_Unit_2096,616300,Browns Island,0,0,0,0,0
Area_Unit_2097,616400,Aiguilles Island,0,0,0,0,0
Area_Unit_2098,617000,Inlet-Kaipara Harbour North,0,0,0,0,0
Area_Unit_2099,617101,Inlet-Kaipara Harbour South,0,0,0,0,0
Area_Unit_2100,617102,Inlet-Kaipara River,0,0,0,0,0
Area_Unit_2101,617200,Inlet-Takapuna Head,0,0,0,0,0
Area_Unit_2102,617400,Inlet-Hobson Bay,0,0,0,0,0
Area_Unit_2103,617500,Oceanic-Auckland Region East,0,0,0,0,0
Area_Unit_2104,617501,Oceanic-Auckland Region East,0,0,0,0,0
Area_Unit_2105,617502,Tidal-Great Barrier Island,0,0,0,0,0
Area_Unit_2106,617503,Tidal-Motutapu and Browns Islands,0,0,0,0,0
Area_Unit_2107,617601,Inlet-Manukau Harbour,0,0,0,0,0
Area_Unit_2108,617602,Oceanic-Auckland Region West,0,0,0,0,0
Area_Unit_2109,617603,Manukau Harbour,0,0,0,0,0
Area_Unit_2110,617604,Tidal-Manukau Harbour,0,0,0,0,0
Area_Unit_2111,617605,Inlet-Manukau Harbour,0,0,0,0,0
Area_Unit_2112,617606,Tidal-Manukau Harbour North,0,0,0,0,0
Area_Unit_2113,617700,Inlet-Tamaki,0,0,0,0,0
Area_Unit_2114,617701,Tamaki Strait,0,0,0,0,0
Area_Unit_2115,617702,Tidal-Tamaki,0,0,0,0,0
Area_Unit_2116,617703,Tamaki Strait,0,0,0,0,0
Area_Unit_2117,617704,Tidal-Eastern Bays,0,0,0,0,0
Area_Unit_2118,617800,Inlet-Waiuku River,0,0,0,0,0
Area_Unit_2119,617900,Inlet-Waitemata Harbour,0,0,0,0,0
Area_Unit_2120,617901,Inlet-Waitemata Harbour,0,0,0,0,0
Area_Unit_2121,617902,Tidal-Waitemata Harbour,0,0,0,0,0
Area_Unit_2122,617903,Auckland City-Marinas,0,0,0,0,0
Area_Unit_2123,618300,Te Motu Island,0,0,0,0,0
Area_Unit_2124,618400,Motiti Island,0,0,0,0,0
Area_Unit_2125,618500,Mayor Island,0,0,0,0,0
Area_Unit_2126,619000,Inlet-Raglan Harbour,0,0,0,0,0
Area_Unit_2127,619101,Inlet-Aotea Harbour North,0,0,0,0,0
Area_Unit_2128,619102,Inlets-Otorohanga District,0,0,0,0,0
Area_Unit_2129,619201,Inlet-Waitomo District,0,0,0,0,0
Area_Unit_2130,619202,Oceanic-Waikato Region West,0,0,0,0,0
Area_Unit_2131,619301,Inlets-Thames-Coromandel District,0,0,0,0,0
Area_Unit_2132,619302,Islands-Thames-Coromandel District,0,0,0,0,0
Area_Unit_2133,619303,Bays-Thames-Coromandel District,0,0,0,0,0
Area_Unit_2134,619400,Oceanic-Waikato Region East,0,0,0,0,0
Area_Unit_2135,619500,Inlet-Firth of Thames,0,0,0,0,0
Area_Unit_2136,619701,Moutohora Island,0,0,0,0,0
Area_Unit_2137,619702,Oceanic-Bay of Plenty Region,0,0,0,0,0
Area_Unit_2138,619900,White Island,0,0,0,0,0
Area_Unit_2139,620000,Inland Water-Lake Taupo,0,0,0,0,0
Area_Unit_2140,620400,Oceanic-Gisborne Region,0,0,0,0,0
Area_Unit_2141,620901,Inlet-Port Napier,0,0,0,0,0
Area_Unit_2142,620902,Oceanic-Hawke's Bay Region,0,0,0,0,0
Area_Unit_2143,620903,Oceanic-Hawke's Bay Region,0,0,0,0,0
Area_Unit_2144,620904,Bare Island,0,0,0,0,0
Area_Unit_2145,621401,Port-Taranaki,0,0,0,0,0
Area_Unit_2146,621402,Oceanic-Taranaki Region,0,0,0,0,0
Area_Unit_2147,621500,Oceanic-Oil Rigs Taranaki,0,0,0,0,0
Area_Unit_2148,622000,Oceanic-Tararua Constituency,0,0,0,0,0
Area_Unit_2149,622100,Inlet-Wellington Harbour,0,0,0,0,0
Area_Unit_2150,622101,Inlet-Wellington Harbour,0,0,0,0,0
Area_Unit_2151,622102,Seaview Marina,0,0,0,0,0
Area_Unit_2152,622201,Inlet-Porirua Harbour,0,0,0,0,0
Area_Unit_2153,622202,Oceanic-Wellington Region,0,0,0,0,0
Area_Unit_2154,622700,Oceanic-Manawatu-Wanganui Region,0,0,0,0,0
Area_Unit_2155,623801,Inlet-Tasman Bay,0,0,0,0,0
Area_Unit_2156,623803,Oceanic-Tasman Region,0,0,0,0,0
Area_Unit_2157,623804,Oceanic-Nelson Region,0,0,0,0,0
Area_Unit_2158,623805,Oceanic-Marlborough Region,0,0,0,0,0
Area_Unit_2159,623806,Oceanic-Canterbury Region North,0,0,0,0,0
Area_Unit_2160,623900,Inlet-Ligar Bay,0,0,0,0,0
Area_Unit_2161,624100,Inlet-Buller River,0,0,0,0,0
Area_Unit_2162,624600,Oceanic-West Coast Region,0,0,0,0,0
Area_Unit_2163,625101,Inlet-Port Lyttelton,0,0,0,0,0
Area_Unit_2164,625102,Inlets-Banks Peninsula Bays,0,0,0,0,0
Area_Unit_2165,625103,Oceanic-Canterbury Region South,0,0,0,0,0
Area_Unit_2166,625200,Oceanic-Chatham Islands,0,0,0,0,0
Area_Unit_2167,625300,Inlet-Port Timaru,0,0,0,0,0
Area_Unit_2168,625800,Inlet-Otago Harbour,0,0,0,0,0
Area_Unit_2169,625901,Inlet-Dunedin City Bays,0,0,0,0,0
Area_Unit_2170,625902,Oceanic-Otago Region,0,0,0,0,0
Area_Unit_2171,626000,Inlet-Port Oamaru,0,0,0,0,0
Area_Unit_2172,626100,Inlet-Milford Sound,0,0,0,0,0
Area_Unit_2173,626500,Dog Island,0,0,0,0,0
Area_Unit_2174,626600,Campbell Island,0,0,0,0,0
Area_Unit_2175,626601,Oceanic-Campbell Island,0,0,0,0,0
Area_Unit_2176,626602,Campbell Island,0,0,0,0,0
Area_Unit_2177,626700,Centre Island,0,0,0,0,0
Area_Unit_2178,626801,Inlet-Bluff Harbour,0,0,0,0,0
Area_Unit_2179,626802,Inlet-New River Estuary,0,0,0,0,0
Area_Unit_2180,626900,Oceanic-Oil Rig Southland,0,0,0,0,0
Area_Unit_2181,627000,Inlet-Jacobs River Estuary,0,0,0,0,0
Area_Unit_2182,627200,Oceanic-Southland Region,0,0,0,0,0
Area_Unit_2183,627201,Oceanic-Southland Region,0,0,0,0,0
Area_Unit_2184,627202,Auckland Islands,0,0,0,0,0
Area_Unit_2185,627203,Oceanic-Auckland Islands,0,0,0,0,0
Area_Unit_2186,627204,Auckland Islands,0,0,0,0,0
Area_Unit_2187,628000,Ross Dependency,0,0,0,0,0
Area_Unit_2188,666666,NZ Economic Zone,0,0,0,0,0
Area_Unit_2189,666667,NZ Economic Zone,0,0,0,0,0
Area_Unit_2190,666668,Oceanic-Bounty Islands,0,0,0,0,0
Area_Unit_2191,666669,Bounty Islands,0,0,0,0,0
Area_Unit_2192,666670,Oceanic-Snares Islands,0,0,0,0,0
Area_Unit_2193,666671,Snares Island,0,0,0,0,0
Area_Unit_2194,666672,Oceanic-Antipodes Islands,0,0,0,0,0
Area_Unit_2195,666673,Antipodes Islands,0,0,0,0,0
Area_Unit_2196,999998,Not Specified New Zealand,9,12,6,9,6
Area_Unit_2197,999999,Not Applicable Overseas,0,0,0,0,0
