geography type,code,description,2013,2014,2015,2016,2017
Statistical_Area_2_437,142000,Hillsborough North (Auckl,48,42,45,33,42
Statistical_Area_2_438,142100,Hillsborough West (Auckla,36,57,45,39,54
Statistical_Area_2_439,142200,Greenlane North,42,39,33,42,30
Statistical_Area_2_440,142300,Waikowhai North,54,63,75,63,54
Statistical_Area_2_441,142400,Remuera East,15,18,27,24,24
Statistical_Area_2_442,142500,Waikowhai South,18,18,21,27,27
Statistical_Area_2_443,142600,Royal Oak West (Auckland),24,30,27,30,30
Statistical_Area_2_444,142700,Saint Heliers West,27,33,36,30,33
Statistical_Area_2_445,142800,One Tree Hill,75,75,102,84,87
Statistical_Area_2_446,142900,Hillsborough East (Auckla,30,39,36,36,42
Statistical_Area_2_447,143000,Saint Heliers North,30,42,33,36,27
Statistical_Area_2_448,143100,Remuera Abbotts Park,48,45,42,33,45
Statistical_Area_2_449,143200,Meadowbank East,48,42,36,42,42
Statistical_Area_2_450,143300,Ellerslie Central,39,42,36,42,45
Statistical_Area_2_451,143400,Royal Oak East (Auckland),33,36,30,39,36
Statistical_Area_2_452,143500,Saint Heliers South,36,39,36,33,21
Statistical_Area_2_453,143600,Hillsborough South (Auckl,45,33,27,27,33
Statistical_Area_2_454,143700,Saint Johns West,18,27,30,30,27
Statistical_Area_2_455,143800,Greenlane South,63,51,48,63,54
Statistical_Area_2_456,143900,Remuera Waiatarua,39,36,33,21,15
Statistical_Area_2_457,144000,Glendowie North,33,39,27,39,27
Statistical_Area_2_458,144100,Onehunga West,57,45,54,45,54
Statistical_Area_2_459,144200,Ellerslie West,0,3,0,3,6
Statistical_Area_2_460,144300,Onehunga North,81,57,96,66,78
Statistical_Area_2_461,144400,Ellerslie East,57,69,57,75,57
Statistical_Area_2_462,144500,Saint Johns East,45,39,57,54,42
Statistical_Area_2_463,144600,Oneroa West,9,21,18,12,12
Statistical_Area_2_464,144700,Glen Innes West,90,75,84,87,72
Statistical_Area_2_465,144800,Ellerslie South,36,45,60,48,45
Statistical_Area_2_466,144900,Stonefields West,21,33,27,24,18
Statistical_Area_2_467,145000,Onehunga Central,66,69,57,48,48
Statistical_Area_2_468,145100,Glendowie South,39,39,30,39,30
Statistical_Area_2_469,145200,Oranga,60,66,72,66,66
Statistical_Area_2_470,145300,Mount Wellington North We,66,51,48,36,45
Statistical_Area_2_471,145400,Panmure Glen Innes Indust,6,9,3,6,6
Statistical_Area_2_472,145500,Onehunga-Te Papapa Indust,12,15,12,9,18
Statistical_Area_2_473,145600,Te Papapa,66,75,72,75,69
Statistical_Area_2_474,145700,Stonefields East,9,24,18,18,21
Statistical_Area_2_475,145800,Glen Innes East-Wai O Tai,69,90,78,72,57
Statistical_Area_2_476,145900,Penrose,15,18,9,12,9
Statistical_Area_2_477,146000,Mount Wellington North Ea,51,36,36,36,30
Statistical_Area_2_478,146100,Mangere Bridge Ambury,57,57,57,60,63
Statistical_Area_2_479,146200,Mount Wellington Ferndale,81,81,93,93,72
Statistical_Area_2_480,146300,Point England,90,99,105,87,114
Statistical_Area_2_481,146400,Bucklands Beach North,15,18,21,15,15
Statistical_Area_2_482,146500,Mount Wellington East,57,54,51,57,54
Statistical_Area_2_483,146600,Mount Wellington West,72,57,60,69,42
Statistical_Area_2_484,146700,Panmure West,3,3,6,6,3
Statistical_Area_2_485,146800,Mangere Bridge,39,45,51,48,48
Statistical_Area_2_486,146900,Oneroa East-Palm Beach,9,15,12,6,9
Statistical_Area_2_487,147000,Tamaki,93,78,99,90,69
Statistical_Area_2_488,147100,Panmure East,54,57,63,60,42
Statistical_Area_2_489,147200,Mount Wellington Central,81,87,102,90,78
Statistical_Area_2_490,147300,Bays Waiheke Island,0,0,0,0,0
Statistical_Area_2_491,147400,Sylvia Park,3,6,3,0,3
Statistical_Area_2_492,147500,Mangere Mountain View,72,60,69,63,63
Statistical_Area_2_493,147600,Surfdale,21,30,18,18,15
Statistical_Area_2_494,147700,Mount Wellington Industri,0,0,3,0,0
Statistical_Area_2_495,147800,Half Moon Bay West,30,36,30,30,18
Statistical_Area_2_496,147900,Auckland Airport,12,12,18,15,12
Statistical_Area_2_497,148000,Eastern Beach,9,18,12,12,12
Statistical_Area_2_498,148100,Sunnyhills West-Pakuranga,51,36,30,36,42
Statistical_Area_2_499,148200,Favona North,45,45,54,48,48
Statistical_Area_2_500,148300,Bucklands Beach Central,12,15,18,12,9
Statistical_Area_2_501,148400,Farm Cove,24,24,24,24,18
Statistical_Area_2_502,148500,Mangere North,54,57,36,45,54
Statistical_Area_2_503,148600,Favona West,57,69,66,54,48
Statistical_Area_2_504,148700,Ostend,18,21,15,9,12
Statistical_Area_2_505,148800,Half Moon Bay North East,9,9,15,15,12
Statistical_Area_2_506,148900,Mangere West,93,78,102,81,81
Statistical_Area_2_507,149000,Pakuranga West,69,75,72,87,63
Statistical_Area_2_508,149100,Mount Wellington South We,54,39,63,42,54
Statistical_Area_2_509,149200,Sunnyhills East,33,36,33,33,24
Statistical_Area_2_510,149300,Half Moon Bay South East,39,33,48,36,27
Statistical_Area_2_511,149400,Favona East,63,84,69,57,60
Statistical_Area_2_512,149500,Mount Wellington South Ea,60,54,51,75,54
Statistical_Area_2_513,149600,Otahuhu Industrial,3,0,3,0,0
Statistical_Area_2_514,149700,Bucklands Beach South,39,33,39,42,42
Statistical_Area_2_515,149800,Pakuranga Central,60,57,57,54,60
Statistical_Area_2_516,149900,Awhitu,24,21,27,27,21
Statistical_Area_2_517,150000,Harania North,87,81,72,72,75
Statistical_Area_2_518,150100,Otahuhu Central,21,21,15,18,21
Statistical_Area_2_519,150200,Mangere Central,81,84,78,63,72
Statistical_Area_2_520,150300,Otahuhu North,81,75,75,72,66
Statistical_Area_2_521,150400,Howick West,45,42,36,51,42
Statistical_Area_2_522,150500,Pakuranga Heights North W,57,42,54,45,51
Statistical_Area_2_523,150600,Mellons Bay,21,27,30,24,24
Statistical_Area_2_524,150700,Pakuranga Heights East,60,45,45,42,54
Statistical_Area_2_525,150800,Sutton Park,99,87,78,69,81
Statistical_Area_2_526,150900,Otahuhu East,51,48,51,48,45
Statistical_Area_2_527,151000,Mangere South,78,66,66,66,78
Statistical_Area_2_528,151100,Onetangi,9,12,18,18,21
Statistical_Area_2_529,151200,Harania South,66,57,78,60,69
Statistical_Area_2_530,151300,Highland Park (Auckland),57,51,63,57,54
Statistical_Area_2_531,151400,Otahuhu South West,93,90,87,81,72
Statistical_Area_2_532,151500,Pakuranga Heights South W,69,60,72,72,66
Statistical_Area_2_533,151600,Mangere Mascot,69,75,90,66,63
Statistical_Area_2_534,151700,Waiheke East,9,12,12,6,9
Statistical_Area_2_535,151800,Massey Road West,81,87,78,69,66
Statistical_Area_2_536,151900,Otahuhu South,87,69,81,63,63
Statistical_Area_2_537,152000,Howick Central,54,54,60,63,42
Statistical_Area_2_538,152100,Massey Road North,72,57,60,72,72
Statistical_Area_2_539,152200,Botany Downs West,51,27,45,27,30
Statistical_Area_2_540,152300,East Tamaki,3,3,6,9,6
Statistical_Area_2_541,152400,Howick East,42,48,54,51,48
Statistical_Area_2_542,152500,Burswood,36,27,24,27,33
Statistical_Area_2_543,152600,Massey Road South,45,42,33,27,39
Statistical_Area_2_544,152700,Middlemore,0,0,0,0,0
Statistical_Area_2_545,152800,Mangere South East,69,63,57,57,45
Statistical_Area_2_546,152900,Botany Downs East,36,27,27,33,24
Statistical_Area_2_547,153000,Grange,42,30,36,39,54
Statistical_Area_2_548,153100,Golflands,33,27,30,30,27
Statistical_Area_2_549,153200,Aorere North,30,39,45,27,36
Statistical_Area_2_550,153300,Mangere East,75,60,54,69,54
Statistical_Area_2_551,153400,Cockle Bay,27,36,33,30,36
Statistical_Area_2_552,153500,Otara West,87,75,72,69,75
Statistical_Area_2_553,153600,Aorere Central,39,33,24,30,27
Statistical_Area_2_554,153700,Northpark North,33,24,36,30,39
Statistical_Area_2_555,153800,Somerville,42,42,51,36,45
Statistical_Area_2_556,153900,Northpark South,21,15,15,18,18
Statistical_Area_2_557,154000,Papatoetoe North,87,75,90,84,102
Statistical_Area_2_558,154100,Dingwall,51,51,60,42,57
Statistical_Area_2_559,154200,Aorere South,75,87,93,84,90
Statistical_Area_2_560,154300,Shelly Park,30,30,24,24,21
Statistical_Area_2_561,154400,Otara Central,48,51,45,51,45
Statistical_Area_2_562,154500,Huntington Park,24,27,27,24,24
Statistical_Area_2_563,154600,Botany Central,0,0,0,0,0
Statistical_Area_2_564,154700,Botany North,18,12,12,9,12
Statistical_Area_2_565,154800,Papatoetoe West,75,87,87,93,63
Statistical_Area_2_566,154900,Papatoetoe Central,66,66,72,75,72
Statistical_Area_2_567,155000,Sunkist Bay,63,30,36,33,42
Statistical_Area_2_568,155100,Otara East,90,81,81,75,75
Statistical_Area_2_569,155200,Redcastle,42,33,51,45,39
Statistical_Area_2_570,155300,Botany East,18,15,15,9,6
Statistical_Area_2_571,155400,Botany South,30,33,21,27,24
Statistical_Area_2_572,155500,Manukau Central,12,12,15,15,12
Statistical_Area_2_573,155600,Papatoetoe East,78,63,63,69,78
Statistical_Area_2_574,155700,Otara South,87,78,63,72,78
Statistical_Area_2_575,155800,Ferguson,90,99,126,81,108
Statistical_Area_2_576,155900,Papatoetoe South West,69,69,60,81,81
Statistical_Area_2_577,156000,Botany Junction,3,3,3,3,0
Statistical_Area_2_578,156100,Dannemora North,24,24,24,30,33
Statistical_Area_2_579,156200,Papatoetoe South,54,48,60,63,66
Statistical_Area_2_580,156300,East Tamaki Heights,15,21,27,30,27
Statistical_Area_2_581,156400,Te Puru,15,18,21,24,33
Statistical_Area_2_582,156500,Puhinui North,63,60,66,60,81
Statistical_Area_2_583,156600,Dannemora South,33,33,36,27,33
Statistical_Area_2_584,156700,Puhinui South,48,39,48,45,51
Statistical_Area_2_585,156800,Rongomai West,60,57,54,57,45
Statistical_Area_2_586,156900,Baverstock,60,66,63,54,51
Statistical_Area_2_587,157000,Puhinui East,36,45,39,36,39
Statistical_Area_2_588,157100,Turanga,27,15,18,27,30
Statistical_Area_2_589,157200,Rongomai East,54,51,54,42,48
Statistical_Area_2_590,157300,Ormiston North,30,30,42,36,36
Statistical_Area_2_591,157400,Maraetai,18,27,21,18,21
Statistical_Area_2_592,157500,Chapel Downs,66,66,69,57,66
Statistical_Area_2_593,157600,Wiri West,9,6,6,6,6
Statistical_Area_2_594,157700,Clover Park North,99,102,90,96,84
Statistical_Area_2_595,157800,Mission Heights North,60,51,54,36,51
Statistical_Area_2_596,157900,Clover Park South,78,66,84,72,105
Statistical_Area_2_597,158000,Donegal Park,51,45,39,51,54
Statistical_Area_2_598,158100,Ormiston South,30,51,69,75,72
Statistical_Area_2_599,158200,Mission Heights South,42,57,51,42,30
Statistical_Area_2_600,158300,Hilltop (Auckland),48,54,63,63,60
Statistical_Area_2_601,158400,Wiri East,78,93,84,90,90
Statistical_Area_2_602,158500,Goodwood Heights,72,66,72,63,78
Statistical_Area_2_603,158600,Ormiston East,3,3,3,3,9
Statistical_Area_2_604,158700,Clendon Park North,66,78,75,81,75
Statistical_Area_2_605,158800,Burbank,90,72,93,96,57
Statistical_Area_2_606,158900,Tuscany Heights,12,12,18,12,12
Statistical_Area_2_607,159000,Totara Heights,36,51,42,39,45
Statistical_Area_2_608,159100,Homai East,57,66,63,66,78
Statistical_Area_2_609,159200,Homai West,75,81,105,96,93
Statistical_Area_2_610,159300,The Gardens (Auckland),42,39,51,45,42
Statistical_Area_2_611,159400,Clarks Beach,15,12,15,12,9
Statistical_Area_2_612,159500,Clendon Park West,84,66,63,72,69
Statistical_Area_2_613,159600,Hillpark North,21,42,39,42,36
Statistical_Area_2_614,159700,Clendon Park East,48,57,57,45,48
Statistical_Area_2_615,159800,Karaka Creek,9,9,18,15,15
Statistical_Area_2_616,159900,Rowandale West,72,87,75,84,93
Statistical_Area_2_617,160000,Rowandale East,84,54,63,93,60
Statistical_Area_2_618,160100,Manurewa Central,60,60,72,63,84
Statistical_Area_2_619,160200,Weymouth North,87,87,78,81,87
Statistical_Area_2_620,160300,Hillpark South,45,63,51,60,54
Statistical_Area_2_621,160400,Alfriston,51,45,54,51,48
Statistical_Area_2_622,160500,Weymouth East,75,72,75,75,63
Statistical_Area_2_623,160600,Leabank,90,72,69,78,81
Statistical_Area_2_624,160700,Weymouth South,63,48,63,60,66
Statistical_Area_2_625,160800,Manurewa East,60,45,51,54,51
Statistical_Area_2_626,160900,Manurewa South,75,75,81,60,84
Statistical_Area_2_627,161000,Randwick Park East,54,30,57,66,54
Statistical_Area_2_628,161100,Wattle Downs West,48,39,54,60,54
Statistical_Area_2_629,161200,Wattle Downs North,57,45,63,51,54
Statistical_Area_2_630,161300,Randwick Park West,93,84,99,72,90
Statistical_Area_2_631,161400,Kingseat-Karaka,27,30,24,33,24
Statistical_Area_2_632,161500,Wattle Downs East,30,24,27,21,24
Statistical_Area_2_633,161600,Takanini North,30,54,36,42,48
Statistical_Area_2_634,161700,Takanini Industrial,0,0,0,3,3
Statistical_Area_2_635,161800,Conifer Grove West,15,12,21,24,18
Statistical_Area_2_636,161900,Conifer Grove East,36,33,48,36,42
Statistical_Area_2_637,162000,Takanini West,63,69,66,63,60
Statistical_Area_2_638,162100,Takanini South,42,42,78,75,75
Statistical_Area_2_639,162200,Takanini Central,15,12,6,6,15
Statistical_Area_2_640,162300,Ardmore,12,12,12,21,18
Statistical_Area_2_641,162400,Glenbrook,24,21,24,27,15
Statistical_Area_2_642,162500,Hingaia,12,21,21,27,33
Statistical_Area_2_643,162600,Takanini South East,30,27,18,21,21
Statistical_Area_2_644,162700,Kawakawa Bay-Orere,18,15,15,15,15
Statistical_Area_2_645,162800,Papakura West,24,30,27,30,24
Statistical_Area_2_646,162900,Clevedon,12,12,15,15,12
Statistical_Area_2_647,163000,Papakura North,84,90,87,87,84
Statistical_Area_2_648,163100,Pahurehure,30,48,45,45,42
Statistical_Area_2_649,163200,Papakura Central,33,36,54,45,48
Statistical_Area_2_650,163300,Papakura North East,42,39,39,33,51
Statistical_Area_2_651,163400,Karaka Lakes,21,18,24,33,36
Statistical_Area_2_652,163500,Papakura Kelvin,99,96,87,87,90
Statistical_Area_2_653,163600,Papakura Massey Park,54,51,48,51,45
Statistical_Area_2_654,163700,Rosehill,69,63,63,57,69
Statistical_Area_2_655,163800,Patumahoe,21,24,27,27,21
Statistical_Area_2_656,163900,Papakura East,48,60,63,75,60
Statistical_Area_2_657,164000,Opaheke,33,24,39,54,39
Statistical_Area_2_658,164100,Papakura Industrial,6,3,9,6,3
Statistical_Area_2_659,164200,Red Hill,60,57,54,60,72
Statistical_Area_2_660,164300,Drury,15,12,18,15,18
Statistical_Area_2_661,164400,Tamakae,27,24,42,30,36
Statistical_Area_2_662,164500,Hamilton Estate,30,39,30,30,36
Statistical_Area_2_663,164600,Drury Rural,21,30,18,33,21
Statistical_Area_2_664,164700,Waiuku Central,30,18,21,33,15
Statistical_Area_2_665,164800,Waiuku East,27,21,24,33,24
Statistical_Area_2_666,164900,Kendallvale,12,6,9,6,9
Statistical_Area_2_667,165000,Puni,18,18,18,21,15
Statistical_Area_2_668,165100,Ramarama,12,12,12,18,18
Statistical_Area_2_669,165200,Hunua,9,9,15,9,9
Statistical_Area_2_670,165300,Pukekohe North West,93,81,105,96,81
Statistical_Area_2_671,165400,Anselmi Ridge,27,18,21,24,18
Statistical_Area_2_672,165500,Pukekohe West,108,90,93,96,78
Statistical_Area_2_673,165600,Cape Hill,21,24,21,21,18
Statistical_Area_2_674,165700,Rosa Birch Park,30,21,24,30,30
Statistical_Area_2_675,165800,Rooseville Park,39,36,30,36,39
Statistical_Area_2_676,165900,Cloverlea (Auckland),21,21,15,15,24
Statistical_Area_2_677,166000,Pukekohe Central,0,3,6,3,6
Statistical_Area_2_678,166100,Pukekohe Hospital,24,18,24,15,24
Statistical_Area_2_679,166200,Buckland,9,12,12,6,12
Statistical_Area_2_680,166300,Bombay Hills,15,15,24,18,24
Statistical_Area_2_681,166400,Ararimu,27,21,24,24,27
Statistical_Area_2_682,166500,Colville,12,12,21,9,15
Statistical_Area_2_683,166600,Islands Thames-Coromandel,0,0,0,0,0
Statistical_Area_2_684,166700,Coromandel,18,9,18,15,15
Statistical_Area_2_685,166800,Inlets Thames-Coromandel,0,0,0,0,0
Statistical_Area_2_686,166900,Mercury Bay North,9,12,9,15,12
Statistical_Area_2_687,167000,Whitianga North,9,9,6,12,12
Statistical_Area_2_688,167100,Whitianga South,36,33,33,36,42
Statistical_Area_2_689,167200,Thames Coast,6,6,9,12,6
Statistical_Area_2_690,167300,Cooks Beach-Ferry Landing,0,3,0,0,3
Statistical_Area_2_691,167400,Mercury Bay South,9,12,9,12,15
Statistical_Area_2_692,167500,Kauaeranga,9,6,3,3,6
Statistical_Area_2_693,167600,Thames North,18,15,18,12,18
Statistical_Area_2_694,167700,Thames Central,9,6,3,9,9
Statistical_Area_2_695,167800,Thames South,36,33,36,27,27
Statistical_Area_2_696,167900,Hikuai,3,3,3,3,3
Statistical_Area_2_697,168000,Totora-Kopu,9,6,9,9,6
Statistical_Area_2_698,168100,Tairua,15,6,12,15,6
Statistical_Area_2_699,168200,Pauanui,3,3,3,6,6
Statistical_Area_2_700,168300,Matatoki-Puriri,3,15,9,9,9
Statistical_Area_2_701,168400,Whangamata Rural,3,0,3,3,6
Statistical_Area_2_702,168500,Whangamata,36,24,36,33,27
Statistical_Area_2_703,168600,Miranda-Pukorokoro,6,9,6,6,3
Statistical_Area_2_704,168700,Hauraki Plains North,12,15,15,18,15
Statistical_Area_2_705,168800,Hauraki Plains East,27,12,24,18,15
Statistical_Area_2_706,168900,Ngatea,15,9,18,12,15
Statistical_Area_2_707,169000,Hauraki Plains South,24,18,33,21,24
Statistical_Area_2_708,169100,Paeroa Rural,21,27,18,24,21
Statistical_Area_2_709,169200,Paeroa,54,54,39,51,57
Statistical_Area_2_710,169300,Waihi Rural,12,18,30,27,18
Statistical_Area_2_711,169400,Waihi North,15,18,12,15,18
Statistical_Area_2_712,169500,Waihi East,15,9,12,9,15
Statistical_Area_2_713,169600,Waihi South,24,15,18,27,18
Statistical_Area_2_714,169700,Aka Aka,21,33,30,21,27
Statistical_Area_2_715,169800,Mangatangi,15,15,18,24,15
Statistical_Area_2_716,169900,Tuakau Rural,9,12,15,12,18
Statistical_Area_2_717,170000,Tuakau North,54,51,42,66,57
Statistical_Area_2_718,170100,Onewhero,18,18,15,18,12
Statistical_Area_2_719,170200,Pokeno Rural,12,15,21,15,27
Statistical_Area_2_720,170300,Tuakau South,21,27,33,30,42
Statistical_Area_2_721,170400,Port Waikato-Waikaretu,6,6,6,9,6
Statistical_Area_2_722,170500,Pokeno,6,9,15,36,36
Statistical_Area_2_723,170600,Pukekawa,12,24,15,12,18
Statistical_Area_2_724,170700,Maramarua,30,27,27,18,33
Statistical_Area_2_725,170800,Rangiriri,12,15,18,12,18
Statistical_Area_2_726,170900,Te Akau,30,21,30,18,18
Statistical_Area_2_727,171000,Inlets Waikato District,0,0,0,0,0
Statistical_Area_2_728,171100,Te Kauwhata,21,18,33,21,15
Statistical_Area_2_729,171200,Huntly Rural,24,30,36,39,33
Statistical_Area_2_730,171300,Waerenga,18,12,15,9,12
Statistical_Area_2_731,171400,Huntly West,54,51,63,69,66
Statistical_Area_2_732,171500,Huntly East,48,60,69,60,78
Statistical_Area_2_733,171600,Raglan,57,45,33,39,39
Statistical_Area_2_734,171700,Whitikahu,18,30,33,30,24
Statistical_Area_2_735,171800,Te Uku,33,27,33,33,39
Statistical_Area_2_736,171900,Taupiri-Lake Kainui,18,33,33,24,30
Statistical_Area_2_737,172000,Ngaruawahia North,36,33,42,36,42
Statistical_Area_2_738,172100,Ngaruawahia Central,36,42,45,45,72
Statistical_Area_2_739,172200,Ngaruawahia South,42,36,36,33,33
Statistical_Area_2_740,172300,Kainui-Gordonton,36,21,21,27,24
Statistical_Area_2_741,172400,Te Kowhai,18,18,27,18,24
Statistical_Area_2_742,172500,Whatawhata West,0,9,3,6,3
Statistical_Area_2_743,172600,Horotiu,12,6,6,12,9
Statistical_Area_2_744,172700,Horsham Downs,6,9,3,6,9
Statistical_Area_2_745,172800,Whatawhata East,27,27,33,24,27
Statistical_Area_2_746,172900,Rotokauri,9,12,6,9,9
Statistical_Area_2_747,173000,Hamilton Park,21,18,21,21,9
Statistical_Area_2_748,173100,Eureka-Tauwhare,27,30,27,30,30
Statistical_Area_2_749,173200,Tamahere North,18,12,24,27,36
Statistical_Area_2_750,173300,Pukemoremore,30,27,30,24,15
Statistical_Area_2_751,173400,Tamahere South,9,9,15,12,18
Statistical_Area_2_752,173500,Tahuna-Mangateparu,24,24,21,24,21
Statistical_Area_2_753,173600,Mangaiti,15,15,21,21,27
Statistical_Area_2_754,173700,Tatuanui,33,21,30,24,15
Statistical_Area_2_755,173800,Tahuroa,30,21,27,33,21
Statistical_Area_2_756,173900,Morrinsville East,54,45,66,54,57
Statistical_Area_2_757,174000,Morrinsville West,39,42,39,45,48
Statistical_Area_2_758,174100,Te Aroha East,36,33,27,30,27
Statistical_Area_2_759,174200,Te Aroha West,18,24,15,21,30
Statistical_Area_2_760,174300,Waihou-Manawaru,12,12,15,12,12
Statistical_Area_2_761,174400,Waitoa-Ngarua,15,21,21,18,15
Statistical_Area_2_762,174500,Richmond Downs-Wardville,15,21,27,24,21
Statistical_Area_2_763,174600,Waharoa-Peria,18,15,21,18,18
Statistical_Area_2_764,174700,Okauia,12,9,12,15,12
Statistical_Area_2_765,174800,Hinuera,9,9,18,18,15
Statistical_Area_2_766,174900,Matamata North,33,30,39,36,30
Statistical_Area_2_767,175000,Matamata South,51,60,57,57,51
Statistical_Area_2_768,175100,Te Poi,12,15,15,18,9
Statistical_Area_2_769,175200,Te Rapa North,3,3,0,6,6
Statistical_Area_2_770,175300,Flagstaff North,21,27,27,30,36
Statistical_Area_2_771,175400,Rotokauri-Waiwhakareke,6,3,9,9,9
Statistical_Area_2_772,175500,Flagstaff South,33,45,36,45,42
Statistical_Area_2_773,175600,Rototuna North,21,21,15,9,18
Statistical_Area_2_774,175700,Pukete West,48,36,36,36,36
Statistical_Area_2_775,175800,Flagstaff East,39,36,39,27,39
Statistical_Area_2_776,175900,Rototuna Central,75,66,84,66,60
Statistical_Area_2_777,176000,Pukete East,51,39,33,42,30
Statistical_Area_2_778,176100,Te Manatu,48,48,51,54,66
Statistical_Area_2_779,176200,Rototuna South,48,51,48,33,48
Statistical_Area_2_780,176300,Te Rapa South,0,0,0,3,3
Statistical_Area_2_781,176400,Saint Andrews West,48,48,45,57,63
Statistical_Area_2_782,176500,Saint Andrews East,33,33,33,30,30
Statistical_Area_2_783,176600,Queenwood (Hamilton City),18,30,24,33,30
Statistical_Area_2_784,176700,St James,30,15,24,24,21
Statistical_Area_2_785,176800,Crawshaw,78,60,69,69,69
Statistical_Area_2_786,176900,Huntington,33,33,24,15,27
Statistical_Area_2_787,177000,Western Heights (Hamilton,27,30,33,39,24
Statistical_Area_2_788,177100,Nawton West,75,54,63,45,57
Statistical_Area_2_789,177200,Nawton East,93,69,75,75,66
Statistical_Area_2_790,177300,Chartwell,48,36,57,42,36
Statistical_Area_2_791,177400,Forest Lake (Hamilton Cit,45,42,57,45,45
Statistical_Area_2_792,177500,Chedworth,21,15,21,12,18
Statistical_Area_2_793,177600,Beerescourt,30,39,33,33,30
Statistical_Area_2_794,177700,Miropiko,30,30,39,42,45
Statistical_Area_2_795,177800,Porritt,48,39,42,39,39
Statistical_Area_2_796,177900,Dinsdale North,69,66,69,63,75
Statistical_Area_2_797,178000,Maeroa,75,78,78,66,75
Statistical_Area_2_798,178100,Dinsdale South,57,57,66,48,69
Statistical_Area_2_799,178200,Fairfield (Hamilton City),84,81,96,81,84
Statistical_Area_2_800,178300,Whitiora,24,24,42,39,27
Statistical_Area_2_801,178400,Enderley North,51,60,54,42,66
Statistical_Area_2_802,178500,Fairview Downs,66,57,66,45,66
Statistical_Area_2_803,178600,Temple View,27,27,24,33,24
Statistical_Area_2_804,178700,Swarbrick,39,60,63,42,39
Statistical_Area_2_805,178800,Kahikatea,72,66,72,57,57
Statistical_Area_2_806,178900,Frankton Junction,9,6,12,12,9
Statistical_Area_2_807,179000,Kirikiriroa,0,0,3,3,9
Statistical_Area_2_808,179100,Enderley South,33,33,51,51,39
Statistical_Area_2_809,179200,Ruakura,3,0,0,3,6
Statistical_Area_2_810,179300,Claudelands,48,42,51,39,48
Statistical_Area_2_811,179400,Hamilton Central,6,6,9,9,12
Statistical_Area_2_812,179500,Hamilton Lake,42,54,54,51,45
Statistical_Area_2_813,179600,Peachgrove,39,45,54,39,45
Statistical_Area_2_814,179700,Hamilton East Village,45,33,48,45,48
Statistical_Area_2_815,179800,Hamilton West,15,21,18,24,18
Statistical_Area_2_816,179900,Greensboro,27,33,30,36,39
Statistical_Area_2_817,180000,Hamilton East Cook,30,33,27,39,30
Statistical_Area_2_818,180100,Melville North,45,48,66,60,57
Statistical_Area_2_819,180200,Hamilton East,45,66,63,57,66
Statistical_Area_2_820,180300,Melville South,39,36,51,54,39
Statistical_Area_2_821,180400,Deanwell,48,42,45,30,48
Statistical_Area_2_822,180500,Bader,48,54,45,57,57
Statistical_Area_2_823,180600,Hillcrest West (Hamilton,21,24,24,24,33
Statistical_Area_2_824,180700,Hillcrest East (Hamilton,24,36,24,36,24
Statistical_Area_2_825,180800,Silverdale (Hamilton City,18,24,21,24,21
Statistical_Area_2_826,180900,Glenview,39,42,42,48,36
Statistical_Area_2_827,181000,Resthill,27,36,30,36,30
Statistical_Area_2_828,181100,Fitzroy,30,33,36,30,48
Statistical_Area_2_829,181200,Riverlea,27,24,18,21,27
Statistical_Area_2_830,181300,Peacockes,3,3,6,6,3
Statistical_Area_2_831,181400,Te Pahu,18,21,15,15,21
Statistical_Area_2_832,181500,Ngahinapouri,18,21,18,21,21
Statistical_Area_2_833,181600,Lake Cameron,9,15,27,27,12
Statistical_Area_2_834,181700,Lake Ngaroto,18,24,15,15,15
Statistical_Area_2_835,181800,Kaipaki,21,12,24,18,24
Statistical_Area_2_836,181900,Pirongia,21,15,9,21,6
Statistical_Area_2_837,182000,Hautapu Rural,3,3,6,9,6
Statistical_Area_2_838,182100,Pokuru,15,15,18,18,21
Statistical_Area_2_839,182200,Te Rahu,9,9,15,18,15
Statistical_Area_2_840,182300,Fencourt,6,6,3,6,3
Statistical_Area_2_841,182400,Hautapu,3,3,6,3,6
Statistical_Area_2_842,182500,Karapiro,30,18,21,21,21
Statistical_Area_2_843,182600,Cambridge North,15,18,12,15,12
Statistical_Area_2_844,182700,Cambridge West,21,15,24,24,24
Statistical_Area_2_845,182800,Cambridge East,42,30,45,30,33
Statistical_Area_2_846,182900,Cambridge Park-River Gard,0,9,6,9,15
Statistical_Area_2_847,183000,Oaklands-St Kilda,3,3,6,12,12
Statistical_Area_2_848,183100,Pukerimu,12,9,9,12,9
Statistical_Area_2_849,183200,Cambridge Central,3,3,6,6,6
Statistical_Area_2_850,183300,Te Awamutu North,12,12,9,15,18
Statistical_Area_2_851,183400,Te Awamutu West,24,27,33,21,21
Statistical_Area_2_852,183500,Leamington West,15,18,9,15,18
Statistical_Area_2_853,183600,Goodfellow Park,18,27,21,30,27
Statistical_Area_2_854,183700,Leamington South,15,18,24,15,18
Statistical_Area_2_855,183800,Leamington Central,30,36,39,42,42
Statistical_Area_2_856,183900,Leamington East,12,21,18,21,24
Statistical_Area_2_857,184000,Te Awamutu Stadium,15,12,21,18,24
Statistical_Area_2_858,184100,Te Awamutu Central,9,3,3,0,3
Statistical_Area_2_859,184200,Pekerau,27,27,27,33,27
Statistical_Area_2_860,184300,Fraser Street,15,12,18,18,15
Statistical_Area_2_861,184400,Sherwin Park,24,24,27,24,27
